objective_id,task_id,sub_task_id,country,final_copy,objective_title,task_title,sub_task_title
3,3.2,3.2.1,Finland,"In 2050 Finland’s total final energy demand is projected at roughly 220 TWh, distributed across the four main sectors of buildings, households, industry and transport. Electricity dominates the demand, accounting for the majority of the 18.34 TWh required by buildings (space‑heating, hot water and appliances) and the 42.4 TWh needed by households, where it supplies about 80 % of the sector’s consumption. In industry the electricity share is also substantial, with approximately 99.6 TWh (over 57 % of industrial demand) while hydrogen emerges as the second‑largest carrier at about 30.6 TWh, especially in chemicals (≈16.9 TWh) and steel (≈8.4 TWh); biofuels, heat and methane each contribute between 6 and 16 TWh. Transport consumes around 12.06 TWh, of which electricity provides roughly 10.8 TWh, liquids remain the largest single carrier at 10.2 TWh (driven by aviation and shipping), and hydrogen and methane add 1.3 TWh and 0.9 TWh respectively. Across all sectors the carrier mix reflects a strong electrification trend, with hydrogen playing a secondary role primarily in industry and modestly in transport, while liquids retain importance mainly for aviation and maritime applications.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,France,"The 2050 annual final energy demand for France shows electricity as the predominant carrier across all sectors. In the residential and building sector electricity accounts for roughly 118 TWh, powering appliances, space heating, hot water and cooling. The transport sector also relies heavily on electricity, with an estimated 106 TWh consumed by cars, vans, trucks and buses. Liquid fuels remain essential for international aviation and shipping, contributing about 50.7 TWh for aviation and 7 TWh for shipping, together approximately 63 TWh. Methane is used in buildings, households, industry and transport, with individual sector values ranging from 20 to 27 TWh, resulting in a modest overall share compared with electricity. Hydrogen appears in limited quantities, primarily in industry (chemicals, fertilizers) and in transport (trucks, trains, ships, planes), with a combined demand of roughly 4 to 5 TWh. Biofuels provide modest contributions, notably around 27 TWh in households and smaller amounts in other sectors. Heat, solids and other minor carriers together account for a very small fraction of the total demand. The overall profile indicates a clear shift toward electricity in domestic applications while retaining liquid hydrocarbons for long‑distance aviation and maritime transport and maintaining niche roles for methane, hydrogen and biofuels.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Greece,"In 2050 Greece’s projected annual final energy demand is distributed across the four main sectors with distinct carrier profiles. The transport sector dominates overall demand at roughly 59.6 TWh, of which electricity supplies 14.1 TWh, liquids 23.6 TWh and hydrogen contributes notably to heavy‑duty trucks (5.2 TWh) and shipping (1.4 TWh). The household sector is estimated at 25.9 TWh, driven primarily by electricity (appliances 6.3 TWh, cooling 1.8 TWh, space‑heating 3.2 TWh, hot‑water 2.2 TWh) with heat and bio‑fuels providing the remainder for space‑heating and hot‑water. Buildings account for about 12.0 TWh, where electricity is the clear leader at approximately 10.4 TWh, followed by methane at 0.8 TWh and minor contributions from heat, liquids and bio‑fuels. In industry, electricity again leads with around 15.5 TWh, while hydrogen emerges as the second‑largest carrier at about 9.2 TWh, reflecting both energetic and non‑energetic uses. Liquids account for roughly 5.6 TWh and methane for 2.6 TWh, with bio‑fuels, solid fuels and heat each exceeding 1 TWh. Across all sectors, electricity is the primary carrier, especially in buildings, households and most transport modes. Hydrogen is a significant secondary carrier in industry and heavy transport, whereas liquid fuels retain a strong presence in aviation (≈9.2 TWh) and maritime shipping (≈7.9 TWh). Methane, heat, and bio‑fuels play niche but sector‑specific roles, contributing modestly to the overall demand profile.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Croatia,"Annual energy demand for Croatia in 2050, as projected through the TYNDP 2024 demand figures and the energy transition model, highlights specific carrier reliance across key sectors. These projections are developed in coordination with the Transmission System Operators (TSOs) of European Union countries, originating from a distributed energy scenario with subsequent adjustments to align with future energy trends. The final energy demand considers a range of carriers, including hydrogen, electricity, methane, and liquids, alongside heat and biofuels where relevant.

In the Buildings sector, total appliance consumption is projected at 3.58 TWh, primarily met by electricity at 3.01 TWh. Cooling demand is exclusively electricity-based, accounting for 0.25 TWh. Space heating and hot water collectively demand 1.08 TWh, with heat contributing 0.404 TWh and electricity 0.311 TWh. Methane, biofuels, and liquids play secondary roles in fulfilling the remaining heating and hot water needs within this sector.

The Households sector demonstrates distinct consumption patterns. For space heating, electricity is a significant carrier at approximately 1.77 TWh (or 1.78 TWh), alongside comparable shares from heat (1.81 TWh) and biofuels (1.77 TWh), and methane contributing 0.97 TWh. Cooling demand is entirely met by electricity, requiring 0.67 TWh. Hot water consumption totals 3.12 TWh, with electricity accounting for 0.95 TWh of this, complemented by a mix of methane, heat, and biofuels. Household appliances predominantly rely on electricity, with a demand of 1.87 TWh.

The Industrial sector is projected to have an approximate total demand of 17.82 TWh. Electricity serves a substantial portion of this demand at 5.46 TWh. Hydrogen is a crucial carrier, with a total demand of 6.25 TWh, split between 1.39 TWh for energetic uses and 4.86 TWh for non-energetic applications, notably in fertilizers and chemicals. Methane also plays a significant energetic role, demanding approximately 2.45 TWh. Liquids and biofuels contribute modestly to the overall industrial energy consumption, particularly within non-energetic demands alongside hydrogen and methane.

Finally, the Transport sector is expected to require about 11.87 TWh. Electricity emerges as the largest carrier, demanding 5.42 TWh, primarily for cars. Liquids are also highly significant, accounting for 5.12 TWh, largely for trucks and international aviation. Methane contributes 1.21 TWh to transport needs, with hydrogen making a smaller contribution of 0.11 TWh. It is important to note that this analysis is based on a 2050 snapshot for Croatia, and the absence of 2019 data precludes a direct year-on-year comparison or a comprehensive assessment of cross-country variability.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Hungary,"Annual demand for Hungary in 2050 amounts to roughly 63 TWh across all sectors. The total is derived from sectoral figures: building sector 11.83 TWh, industrial sector electricity demand about 29 TWh, transport sector 22.87 TWh (of which electricity supplies 15.34 TWh). The household sector is not quantified in absolute terms but its composition is described in the ETM data. The final energy demand is split among four carriers: electricity, hydrogen, methane and liquids. Electricity dominates the overall demand, contributing the largest share in buildings (cooling and appliances), industry (≈45 % of industrial use) and transport (≈15.34 TWh, roughly 67 % of transport demand). Hydrogen appears primarily in industry, especially chemicals and fertilizers, representing about 19 % of industrial energy use. Methane is significant in households for space heating, in industry for steel and chemicals, and in transport for trucks, accounting for roughly 15 % of industrial demand and a notable share in residential heating. Liquids are the main carrier for aviation and buses and contribute about 11 % of industrial energy use. The sector‑specific breakdown highlights a diversified carrier mix: households rely on bio‑fuels (≈6.2 TWh) for space heating, buildings split heating between methane and electricity, industry combines electricity (≈45 % of its demand), hydrogen (≈19 %), methane (≈15 %) and liquids (≈11 %), while transport is electricity‑led (≈15.34 TWh) with liquids dominating aviation and buses and hydrogen supporting heavy‑duty trucks.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Ireland,"The annual final energy demand for Ireland in the 2050 horizon is characterised by a clear hierarchy among the four principal carriers, electricity, methane, liquids and hydrogen, across the main end‑use sectors. In the building sector electricity dominates, accounting for roughly 76 % of the total building demand and delivering about 19.09 TWh. Methane contributes around 14 % of the building mix, while liquids, heat, bio‑fuels and solids each represent no more than 4 % of the sector’s demand. In households electricity remains the primary carrier, providing 7.98 TWh for appliances, 5.94 TWh for space‑heating and 4.37 TWh for hot‑water, together with smaller contributions from methane (≈1.8 TWh for heating and hot‑water) and heat. The industrial sector shows a more diversified carrier profile: electricity is still the largest share at approximately 32.9 TWh, driven largely by datacentres (21.4 TWh). Bio‑fuels follow with about 6.0 TWh, methane supplies roughly 3.9 TWh, hydrogen about 2.9 TWh and liquids around 3.1 TWh. Transport demand totals about 21.6 TWh, where electricity supplies the bulk for road and rail vehicles (≈7.5 TWh). Liquids dominate international aviation with about 9.1 TWh and constitute the largest single carrier in transport when all modes are aggregated (≈9.8 TWh). Hydrogen appears mainly in heavy‑duty trucks and ships, while methane is used across trucks, vans, buses and shipping (≈2.5 TWh). Across all sectors the final energy demand is heavily weighted toward electricity, which is the leading carrier in buildings, households, industry and road‑rail transport. Methane retains a niche but significant role in heating and heavy‑duty transport, liquids are confined largely to aviation and some shipping, and hydrogen and bio‑fuels remain relatively minor yet emerging contributors, particularly in industry and heavy transport. The presented figures reflect the TYNDP‑2024 demand outlook adjusted to align with the Terajoule view of future trends, and illustrate how Ireland’s carrier mix differs from other EU members based on its specific strategic pathways.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Italy,"The 2050 annual energy demand for Italy amounts to roughly 667 TWh when summed across the four major sectors: 176 TWh for households, 105 TWh for buildings, 236 TWh for industry and 150 TWh for transport. When the demand is expressed by final energy carrier, the distribution highlights a dominant role for electricity, followed by methane, liquids and hydrogen. Electricity accounts for about 428.7 TWh, comprising the entire household demand (≈176 TWh), the bulk of building demand (≈66 TWh), the largest share of industry (≈90 TWh) and the majority of transport (≈96.7 TWh, driven by electric cars, vans and trucks). Hydrogen appears mainly in industry (≈17 TWh) and heavy‑duty transport (≈12.5 TWh), totaling roughly 29.5 TWh. Methane is still significant in buildings (≈35 TWh), industry (≈20 TWh) and transport (≈27 TWh), giving an aggregate of about 82 TWh; household methane use is not quantified in the available data. Liquids, largely associated with aviation and maritime transport, represent about 49.3 TWh. Summing the reported carrier figures yields an estimated 589.5 TWh of final energy demand, indicating that a portion of sectoral totals is allocated to carriers not explicitly detailed in the dataset (e.g., biofuels, district heat, solid fuels). The pattern underscores a strong shift toward electricity across all sectors, while methane retains importance in heating and transport, and hydrogen emerges as a growing contributor in industry and heavy transport. Liquids remain essential for aviation and shipping, preserving a non‑negligible share of total demand.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Lithuania,"Lithuania's projected energy demand for 2050, as derived from the TYNDP 2024 demand figures and the energy transition model, illustrates a future energy landscape shaped by a distributed energy scenario with specific adjustments aligning with future trends. The analysis focuses on the final energy demand for key carriers: hydrogen, electricity, methane, and liquids, providing a comprehensive breakdown across major sectors.

The industrial sector is anticipated to be the largest consumer of energy in Lithuania by 2050, with a total projected demand of approximately 27.68 TWh. This demand is split between 11.76 TWh for energetic uses, primarily driven by electricity and hydrogen, and a substantial 15.92 TWh for non-energetic purposes, predominantly hydrogen utilised in fertilizer and chemical production. Overall, hydrogen is expected to dominate the industrial sector's carrier reliance, accounting for approximately 15 TWh, followed by electricity at around 6.5 TWh and liquids at approximately 3.8 TWh. Biofuels and methane are projected to play minor roles within this sector.

In the transport sector, the energetic demand is estimated at around 8.24 TWh. Cars are identified as the largest subsector consumer, demanding 3.76 TWh, largely met by electricity. Trucks, international aviation, and shipping contribute to the remaining demand. For carrier reliance, electricity stands out as the largest carrier, at approximately 4.3 TWh, with liquids as the second most significant at around 2.2 TWh. Hydrogen holds a smaller share, approximately 0.8 TWh, while methane accounts for the least.

Households are projected to demand 7.76 TWh. Space heating represents the leading component of this demand, at 4.69 TWh, primarily met by a combination of heat, electricity, and methane. Significant consumption is also attributed to appliance use and hot water. Similarly, the building sector's demand for space heating and hot water is met by heat, electricity, and methane. Appliance use within buildings is largely dependent on electricity, consuming an estimated 2.236 TWh.

Across the residential (Households) and building sectors, electricity emerges as the primary energy carrier for space heating, hot water, and appliances. Heat provides the largest share specifically for space heating and hot water in buildings, while methane contributes modestly across these end-use sectors. A clear shift in carrier reliance is observed across the economy, moving from electricity in end-use sectors such as households and transport to a significant reliance on hydrogen in heavy industry. The provided data for Lithuania for 2050 does not include 2019 comparative figures, nor does it allow for direct cross-country comparisons of energy carrier reliance.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Luxembourg,"Luxembourg's annual energy demand for 2050, as projected by the TYNDP 2024 demand figures using an energy transition model, reveals a system heavily reliant on electrification across all major sectors. These projections are based on a distributed energy scenario, with adjustments to align with future trends in coordination with European TSOs. Final energy demands are considered for key carriers: hydrogen, electricity, methane, and liquids, with other carriers playing comparatively marginal roles.

The Transport sector is projected to be the largest consumer, accounting for approximately 20.25 TWh. Within this sector, international aviation is a significant driver, demanding 12.26 TWh of liquid fuels. Domestic transport modes, however, show a strong orientation towards electricity; cars are projected to consume 2.64 TWh, trucks 2.75 TWh, buses 0.43 TWh, passenger trains 0.47 TWh, and freight trains 0.06 TWh, all primarily supplied by electricity. Hydrogen also emerges as an energy carrier for trucks (1.08 TWh) and, to a very minor extent, ships (approximately 0.00016 TWh).

In the Industrial sector, the total demand is estimated at around 6.09 TWh. Steel production is the dominant subsector, contributing 3.81 TWh to this total. Electricity is the primary energy carrier for industry, projected at approximately 3.52 TWh, followed by methane at about 1.70 TWh. Hydrogen also contributes meaningfully, with an estimated demand of 0.58 TWh. Other carriers like biofuels, solids, heat, and liquids each contribute less than 0.1 TWh.

The Buildings sector is expected to consume approximately 3.31 TWh. Within this, electricity accounts for about 1.47 TWh for appliances and 0.46 TWh for space heating and hot water. Methane and heat together supply just over 0.6 TWh for heating and hot water needs.

For Households, the total demand is estimated at about 2.83 TWh. Electricity is the leading energy source, supplying roughly 1.65 TWh, which constitutes approximately 55% of the total household demand. Methane serves as the secondary carrier, accounting for about 0.73 TWh, with only minor contributions from heat and biofuels.

Across all sectors, electricity stands out as the most prominent energy carrier for Luxembourg in 2050, underpinning domestic transport, industrial processes, and a majority of energy needs in both buildings and households. Methane serves as the principal backup, especially in heating applications and for industrial energy requirements. Liquids remain crucial for international aviation, while hydrogen demonstrates a limited but growing presence in heavy-duty transport and industry. The current dataset, however, provides only 2050 figures for Luxembourg and lacks comparable 2019 baseline data or information for other countries, thereby preventing any direct year-on-year trend analysis or cross-country comparisons of energy demand evolution.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Latvia,"The 2050 annual energy demand for Latvia (LV) is shaped by various final energy carriers across key sectors, as projected by the TYNDP 2024 demand figures utilizing the Energy Transition Model (ETM). These figures reflect a distributed energy scenario, with adjustments made to align with future trends. The final energy demand considers specific carriers such as hydrogen, electricity, methane, and liquids, alongside significant contributions from heat and biofuels. A direct comparison with 2019 data or other countries is not possible due to the scope of the provided dataset, thus the analysis focuses solely on Latvia's projected 2050 energy landscape.

In 2050, Latvia's total energy demand from the ETM database highlights the Industrial sector as the largest consumer, estimated at approximately 6.91 TWh. This is closely followed by the Households sector at around 5.90 TWh and the Transport sector at approximately 5.88 TWh. The Buildings sector shows a demand of about 3.05 TWh.

A breakdown of energy carriers within each sector reveals distinct consumption patterns:

*   **Households:** The sector's demand of 5.90 TWh is primarily driven by space heating and hot water needs. Heat emerges as the dominant carrier, accounting for 2.59 TWh for space heating and 0.63 TWh for hot water. Electricity also plays a significant role, contributing 0.98 TWh for heating and 0.35 TWh for hot water. Methane supplies a more modest share, with 0.40 TWh for heating and 0.14 TWh for hot water. Cooling demand in this sector is negligible.
*   **Buildings:** With an anticipated consumption of 3.05 TWh, the Buildings sector sees electricity as the leading carrier for appliance use, demanding 1.501 TWh. Heat is substantial for space heating and hot water, at 0.588 TWh. Methane and biofuels contribute to heating, albeit in secondary roles.
*   **Industry:** The Industrial sector is projected to have the highest overall demand, approximately 6.91 TWh in 2050. Energetic uses, totaling around 6.43 TWh, are largely attributed to the 'Others' subsector. Biofuels provide a significant contribution of 3.15 TWh within this subsector. Electricity is another primary carrier, with 1.27 TWh consumed within the 'Others' subsector and an additional 0.646 TWh for datacenters. Methane, hydrogen, heat, and solids each contribute less than 0.1 TWh, indicating minor roles in the overall industrial energy mix.
*   **Transport:** This sector's demand of 5.88 TWh shows a diversified carrier mix. Electricity is a major carrier for passenger transport, accounting for 1.74 TWh in cars, 0.22 TWh in vans, 0.08 TWh in passenger trains, and 0.35 TWh in freight trains. Liquid fuels remain crucial for international aviation (1.28 TWh) and shipping (0.93 TWh). Hydrogen appears as an emerging carrier, with 0.27 TWh used in trucks and a total of 0.07 TWh in rail transport. Methane is present in shipping and trucks but at lower consumption levels.

Overall, Latvia's 2050 energy system demonstrates a strong reliance on heat for residential heating and hot water, while electricity is projected to be a primary energy carrier across both the industrial and transport sectors, particularly for appliances and road/rail transport. Liquid fuels maintain their importance for international aviation and shipping. Biofuels play a considerable role in industrial energetic uses, and hydrogen is noted for its emerging, albeit smaller, contribution to specific transport segments. The absence of comparable 2019 data or data from other European countries precludes any cross-country comparative analysis or assessment of historical trends, limiting the scope of this report to Latvia's internal projected 2050 energy carrier landscape.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Malta,"The following chapter outlines Malta's (MT) projected final energy demand for 2050, focusing on key energy carriers: hydrogen, electricity, methane, and liquids. These demand figures are derived from the TYNDP 2024 report, which utilizes a comprehensive energy transition model. The data has been developed in coordination with Transmission System Operators (TSOs) across European Union countries. While the initial scenario premises a distributed energy approach, certain adjustments have been incorporated to align with Terajoule’s views on future energy trends. A detailed breakdown is provided for Malta, noting the absence of 2019 baseline data, which precludes year-on-year comparisons, and the lack of comparable data for other countries limits cross-country analysis.

In 2050, Malta's energy demand profile exhibits distinct patterns across various sectors. The household sector demonstrates a significant reliance on electricity, with approximately 1.084 TWh allocated across its main end-uses. Specifically, electricity is the primary source for space heating (0.168 TWh), cooling (0.135 TWh), hot water (0.373 TWh), and appliances (0.408 TWh). Methane contributes a comparatively small 0.070 TWh to appliance demand, while biofuels account for a marginal 0.001 TWh in the same category.

Similarly, within the building sector, final energy demand, totaling approximately 0.74 TWh, is predominantly met by electricity, which supplies over 98% of the sector's needs. This encompasses 0.2996 TWh for heating and hot water, 0.0864 TWh for cooling, and 0.3539 TWh for appliances. Methane and liquids represent minor contributions to appliance demand, registering 0.0054 TWh and 0.0022 TWh, respectively.

The industrial sector in Malta primarily depends on electricity for its energy requirements, consuming around 0.34 TWh across various sub-sectors, including chemicals, food, paper, and datacenters. Other energy carriers play more limited roles in this sector: hydrogen demand is 0.0412 TWh, biofuels account for 0.0137 TWh, and methane contributes 0.0027 TWh.

The transport sector constitutes the largest share of Malta's overall final energy demand, estimated at approximately 12.6 TWh by 2050, and showcases a markedly different carrier mix. Liquids are the dominant energy carrier, comprising about 8.79 TWh, which represents roughly 70% of the total transport energy. Methane follows with approximately 2.40 TWh, while electricity provides about 1.22 TWh, and hydrogen contributes a smaller share of approximately 0.13 TWh. A more granular view reveals that international aviation alone demands 1.345 TWh of liquids, and international shipping accounts for a substantial 9.526 TWh, predominantly supplied by methane and liquids. Domestically, electric power is a key energy source for vans (0.830 TWh) and buses (0.018 TWh), while trucks (0.294 TWh total demand) utilize hydrogen alongside electricity. Other road vehicles contribute 0.118 TWh to demand, and ships account for 0.102 TWh.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Netherlands,"The 2050 annual energy demand for the Netherlands is dominated by electricity across all sectors, with heat remaining a significant carrier for thermal services and hydrogen emerging as a sizable contributor in industry and transport. In the residential sector, final electricity demand reaches roughly 19 TWh, primarily for appliances and cooling, while space‑heating is split between heat (about 18 TWh) and electricity (about 12 TWh). The broader building sector adds another 19.3 TWh of electricity for appliances, 3.7 TWh for cooling and about 12 TWh of heat for space‑heating and hot‑water, bringing total building‑related electricity to roughly 35 TWh. Industry shows the strongest shift toward electricity, with an estimated 55‑70 TWh (midpoint ≈ 62.5 TWh) of final demand, while hydrogen contributes between 9 and 68 TWh (midpoint ≈ 38.5 TWh), especially in refineries and chemical production. Transport is increasingly electrified; domestic road transport accounts for about 38 % of total transport energy, although absolute values are not disclosed. Hydrogen appears mainly in heavy‑duty trucks (≈ 8 TWh). International shipping and aviation continue to rely on fossil carriers: methane supplies roughly 39 TWh, liquid fuels about 25 TWh, and bio‑fuels around 23 TWh for aviation. Summarising the carrier mix, electricity accounts for the largest share of final demand (≈ 119 TWh when aggregating residential, building, and industrial uses), heat contributes about 30 TWh, hydrogen roughly 46 TWh, methane 39 TWh, liquids 25 TWh, and bio‑fuels 23 TWh. These figures illustrate the Netherlands’ transition toward an electricity‑centric energy system, with hydrogen gaining relevance in industry and transport, while fossil carriers remain confined to specific international mobility sectors.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Poland,"Poland’s projected final energy demand for 2050 amounts to roughly 400 terawatt‑hours (TWh) when all sectors are summed. The industrial sector dominates the total with an estimated 218.2 TWh, of which 154.9 TWh is energetic use and 63.2 TWh is non‑energetic. Electricity is the leading carrier in industry, accounting for about 94.9 TWh. The transport sector follows with 94.8 TWh, driven primarily by electricity (57.0 TWh) and supported by liquids for cars, trucks, aviation and shipping, although the exact liquid quantity is not specified. Households contribute roughly 66 TWh, split between electricity (approximately 33 TWh) and heat (about 32.8 TWh) for space heating and hot‑water supply. The building sector adds another 29.4 TWh of electricity demand, largely for appliances and space‑heating, with additional heat demand not detailed. Hydrogen emerges as a significant industrial carrier, with 39.6 TWh used for non‑energetic purposes such as chemicals and fertilizers and for energetic processes like steel production. Methane provides a modest but consistent contribution across industry, households and buildings, though precise values are not disclosed. Liquids retain a sector‑specific niche, remaining essential for transport despite an overall shift toward electricity. In summary, electricity accounts for roughly 214 TWh (about 53 % of the total demand), hydrogen contributes close to 40 TWh (10 %), heat supplies around 33 TWh (8 %), while the remaining demand is covered by methane and liquids, reflecting Poland’s transition toward an electricity‑heavy energy mix with growing industrial hydrogen use.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Portugal,"Portugal’s 2050 annual final energy demand is characterised by a strong dominance of electricity across all major sectors, with hydrogen emerging as a secondary carrier in industry and transport and liquid fuels retained for aviation and shipping. The total annual demand across households, buildings, industry and transport amounts to roughly 98‑99 TWh. Electricity accounts for approximately 57 TWh, representing about 58 % of the total demand. In the residential and building sectors, electricity provides 8.0 TWh for space heating, hot water, appliances and cooling in households and about 8.6 TWh in the broader building stock, while methane (≈3 TWh), bio‑fuels (≈1.6 TWh) and direct heat (≈1.7 TWh) play minor roles. The industrial sector, the largest consumer, requires about 49.8 TWh, of which roughly 22 TWh is electricity and 13 TWh is hydrogen, reflecting the sector’s diversification and the growing role of hydrogen for both energetic and non‑energetic applications. Liquid fuels, bio‑fuels and methane each remain below 6 TWh in industry. Transport consumes about 37.6 TWh; electricity supplies roughly 18.5 TWh (cars, trucks, vans, trains and a share of aviation), liquids dominate long‑haul aviation and shipping with about 15.8 TWh (≈11.9 TWh for international aviation and ≈3.1 TWh for shipping), and hydrogen contributes a secondary share, particularly for heavy‑duty trucks, ships and emerging aviation applications. Methane and bio‑fuels in transport are marginal. The carrier‑specific breakdown therefore highlights electricity as the primary energy carrier (≈57 TWh), followed by hydrogen (≈13–14 TWh), liquids (≈16 TWh) and methane (≈3 TWh). This pattern aligns with the TYNDP 2024 demand figures and the European energy transition model, which projects a continued shift toward electrification while retaining hydrogen and liquid fuels where direct electrification is less feasible.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Romania,"The 2050 projection for Romania shows a total final energy demand of approximately 154.8 TWh.  The demand is distributed across four primary carriers – electricity, hydrogen, methane and liquid fuels – with smaller contributions from bio‑fuels, heat and solids.  In the industrial sector, electricity dominates with about 31.8 TWh, driven mainly by the “Others”, chemicals and datacenter subsectors, while hydrogen accounts for roughly 22.6 TWh, largely used in “Others” and fertilizer production.  Methane supplies about 7.7 TWh, concentrated in steel, and liquids provide around 5.4 TWh for non‑energetic uses.  Households consume close to 47.8 TWh, of which space‑heating relies heavily on bio‑fuels (10.7 TWh) and heat (6.8 TWh), complemented by electricity (5.9 TWh) and methane (4.7 TWh).  Cooling is almost entirely electric (0.3 TWh), while hot‑water provision mixes bio‑fuels (3.2 TWh), electricity (2.5 TWh), heat (2.0 TWh) and methane (1.9 TWh).  Appliances in homes are powered by electricity (3.6 TWh) and methane (3.7 TWh) with a smaller share of bio‑fuels (2.4 TWh).  The building sector adds roughly 10.6 TWh, where heat (0.98 TWh) and electricity (0.71 TWh) are the main carriers for space heating and hot water, and methane contributes 0.69 TWh.  Transport demands 23.7 TWh, of which electricity supplies about 72 % (≈17.2 TWh), liquids about 16.5 % (≈3.9 TWh), hydrogen 8 % (≈1.9 TWh) and methane 2.8 % (≈0.7 TWh).  Overall, the analysis highlights a pronounced shift toward electrification across residential, building and transport sectors, while hydrogen emerges as a significant industrial fuel and a growing component of heavy‑duty transport.  Methane retains a notable presence in heating, appliances and specific industrial processes, and bio‑fuels remain important for residential heating and hot‑water supply.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Sweden,"In 2050 Sweden’s final energy demand reaches roughly 331 TWh, distributed across the main sectors and energy carriers. The industrial sector dominates with an estimated 226 TWh, of which about 139 TWh is supplied by electricity, 48 TWh by hydrogen and 30 TWh by biofuels, while methane contributes roughly 5.5 TWh. The transport sector accounts for 41.6 TWh, driven primarily by electricity (≈21.6 TWh) and liquid fuels (≈13.5 TWh); methane supplies around 3.9 TWh and hydrogen about 0.7 TWh, reflecting early niche applications in shipping and rail. The building sector’s demand is about 23.7 TWh, with electricity providing the bulk (≈13 TWh for appliances and 3.8 TWh for heating and cooling) and district heat (heat carrier) delivering roughly 5.1 TWh for space‑heating. Households, embedded within the building category, exhibit a strong electrification pattern: electricity covers space‑heating (≈11.6 TWh), hot‑water (≈9.9 TWh) and appliances (≈9.9 TWh), while district heat contributes about 15.6 TWh for space heating. Hydrogen’s presence is modest outside industry, limited to around 0.7 TWh in transport, indicating its role in sectors where direct electrification is challenging. Liquids remain essential for long‑distance mobility, supplying 13.5 TWh mainly to international aviation and shipping, whereas methane’s share is confined to specific industrial processes and a small portion of transport. Overall, the data illustrate a pronounced shift toward electricity across all sectors, sustained importance of district heat in residential heating, and emerging but still limited use of hydrogen and liquids for hard‑to‑electrify applications.",Demand,Annual Demand,Energy Demand
3,3.2,3.2.1,Slovenia,"Slovenia's (SI) projected annual energy demand for 2050, derived from TYNDP 2024 demand figures and modelled using an energy transition model, illustrates a significant shift in energy carrier profiles. These projections, developed in coordination with European TSOs and stemming from a distributed energy scenario with subsequent adjustments, detail final energy demand across key sectors. The overall energy landscape points towards a stronger reliance on electricity, hydrogen, methane, and liquids, with specific nuances for each sector.

Total energy demand in 2050 for Slovenia is estimated at approximately 7.84 TWh for the household sector, 2.83 TWh for the building sector, 10.39 TWh for industry, and 7.82 TWh for transport.

In the **household sector**, space heating is projected to be met primarily by district heat (1.300 TWh) and biofuels (1.245 TWh), with methane contributing 0.699 TWh and electricity 0.532 TWh. Cooling demand is almost entirely electric, requiring 0.128 TWh. Hot water provision is diversified, with heat accounting for 0.849 TWh, biofuels 0.723 TWh, methane 0.536 TWh, and electricity 0.415 TWh. Appliance use is predominantly electric, consuming 1.025 TWh, complemented by methane at 0.468 TWh.

The **building sector** shows electricity as the dominant carrier for appliances, demanding 1.919 TWh. For space heating and hot water in buildings, heat (as a carrier) represents the largest share at 0.263 TWh, followed by electricity at 0.174 TWh, while methane and liquids play minor roles.

**Industry** displays a more varied energy mix. Electricity is the primary carrier across industrial sub-sectors, accounting for approximately 5 TWh. Hydrogen plays a notable role, contributing around 0.9 TWh. Methane provides approximately 1.38 TWh, and biofuels and solids collectively add another 0.9 TWh. Liquids and heat contribute less than 0.2 TWh each.

The **transport sector** is projected to undergo substantial electrification, with electricity supplying about 61.5% of total transport energy, equivalent to approximately 4.8 TWh, mainly driven by cars, trucks, and buses. Liquids account for about 18.3% (approximately 1.4 TWh), primarily utilized in international shipping and aviation. Methane contributes around 11.2% (approximately 0.9 TWh), and hydrogen accounts for about 8.9% (approximately 0.7 TWh).

Overall, Slovenia's 2050 energy mix is characterized by a strong shift towards electricity and bio-based heat in the residential and building sectors. Industry maintains a more diversified mix, with a significant hydrogen component alongside electricity and methane. Transport emerges as the most electrified sector, reflecting a broader decarbonisation trend.

It is important to note the limitations of this analysis: only 2050 demand figures for Slovenia are available, precluding any year-over-year trend quantification or direct comparison of carrier reliance across different European countries. A robust cross-country assessment would necessitate comparable datasets for other nations, ideally including baseline figures such as 2019 data.",Demand,Annual Demand,Energy Demand
