Hour,Year,Month,Day,Name,Value,DayType
6,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
7,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
8,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
9,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
10,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
11,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
12,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
13,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
14,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
15,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
16,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
17,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
18,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekday
19,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
20,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
21,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
22,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
23,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
24,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekday
1,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
2,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
3,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
4,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
5,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
6,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
7,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
8,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
9,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
10,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
11,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
12,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
13,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
14,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
15,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
16,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
17,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
18,-,-,-,Industry_Steel_Energetic,0.05555555555555555,Weekend
19,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
20,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
21,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
22,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
23,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
24,-,-,-,Industry_Steel_Energetic,0.027777777777777776,Weekend
